	index	year	region	review	sentiment	score
593	593	1990	RIOJA AND RIBERA DEL DUERO	Another large and fine quality crop in all areas.	POSITIVE	0.9998056292533875
594	594	1989	RIOJA AND RIBERA DEL DUERO	Plenty of rich and charming wines from both regions.	POSITIVE	0.9998830556869507
595	595	1986	RIOJA AND RIBERA DEL DUERO	Good in Rioja but outshone by Riberas of complexity and power.	POSITIVE	0.997507631778717
596	596	1982	RIOJA AND RIBERA DEL DUERO	A very great year, the best since 1970, with plenty of Reserva wines.	POSITIVE	0.9998694658279419
597	597	2017	ENGLAND	Better yields than in 2016, though frost damage affected many vineyards in the south-east of England. Sugar levels were good at harvest, thanks to some hot spells in June and a mostly dry harvest period, and acid levels were mostly well-balanced too. Total harvest 4.5 m bottles off 2,275 hectares.	POSITIVE	0.9976336359977722
598	598	2016	ENGLAND	Very low yields made things difficult for many producers, but quality was at least generally good. The eastern part of England had the better weather, and ripeness reached record levels in many cases. Total harvest 4.15 m bottles off 2,100 hectares.	POSITIVE	0.9990913271903992
599	599	2015	ENGLAND	A frost-free spring led to a cool spring. Flowering weather was very good, but two weeks late, and with a cool summer, characterised by untypical cool nights, grapes were slow to develop. August and most of September were cooler than average and many growers were despairing of harvesting later varieties. However, a good end to September and an exceptionally warm October saved growers and most picked good yields of healthy grapes. Altogether a very good year for both still and sparkling wines, although Chardonnay based sparkling wines will want long ageing. Total harvest estimated to be 4.5 m bottles off 1,600 hectares.	POSITIVE	0.9961700439453125
600	600	2014	ENGLAND	A dream year for UK vineyards with little frost, very good flowering weather, a cool wet August, but warm September and October. Most growers had very good crops with excellent sugars and acids. Still wines very good and sparklers up to the high quality of 2009. Total harvest 6.32 m bottles off 1,506 hectares.	POSITIVE	0.9997869729995728
601	601	2013	ENGLAND	An early frost-free spring then led to a cool spell with very good, but very late, flowering weather. Grapes developed slowly with one of the latest harvests on record in modern times. Some growers still picking in mid-November. Not a great year for still wines and sparklers will be long-lived. Total harvest 4.45 m bottles off 1,571 hectares.	NEGATIVE	0.9702828526496887
602	602	2012	ENGLAND	A year best forgotten for many growers. Really bad flowering weather and high disease pressures saw some growers (but by no means all) pick nothing. However, those wines that were produced are of good quality. Total yield 1.03 m bottles off 1,297 hectares. Lowest average yield ever recorded.	POSITIVE	0.9806544184684753
603	603	2011	ENGLAND	Poor flowering with widespread _millerandage_ especially on Pinots saw some growers struggling. Fair quality, but not the greatest. Total vintage 3.02 m bottles off 1,208 hectares.	NEGATIVE	0.9968987107276917
604	604	2010	ENGLAND	Ideal flowering conditions and a warm summer saw another early harvest with some growers having to pick Pinots early as sugars were getting too high. A very good year for both still and sparkling wines. Total vintage 4.05 m bottles off 1,095 hectares.	POSITIVE	0.9997057914733887
605	605	2009	ENGLAND	Very little spring frost, perfect flowering weather, rain at the right time and warm dry weather at the end of the season resulted in an early harvest with high sugars and balanced acids. Great year for both still and sparkling wines. Total vintage 3.18 m bottles off 946 hectares.	POSITIVE	0.9997087717056274
606	606	2016	NORTHERN CALIFORNIA	While Europe suffered from frost and hail, northern California experienced very heavy rainfall in autumn 2016. While that partially relieved the extended drought status of the region, it also caused some flood damage. Cooler than normal temperatures in August allowed for a steady, gradual ripening, which has produced wines of very good complexity, and higher-than-average natural acidity.	POSITIVE	0.9991371631622314
607	607	2015	NORTHERN CALIFORNIA	In common with much of Europe, the harvest started early in California – as early as July for some growers of sparkling wine. Yields are almost universally down on 2014. Huge wildfires proved a challenge for many, causing damage to vineyards and property as well as threatening smoke taint, especially in Lake County.	NEGATIVE	0.9837808012962341
608	608	2014	NORTHERN CALIFORNIA	Drought made itself felt in Napa and Sonoma, but ample ripeness led to a relatively early harvest of grapes in good condition and with plenty of flavour. There is a general sense of positivity across most regions and varieties for the potential quality of 2014 in California.	POSITIVE	0.9996985197067261
609	609	2013	NORTHERN CALIFORNIA	A very fine vintage on the West Coast with optimal weather conditions throughout the growing season. The second high-quality bumper crop in a row.	POSITIVE	0.9997586011886597
610	610	2012	NORTHERN CALIFORNIA	A banner year, providing a useful exception to the short crops experienced so widely elsewhere. Ideal growing conditions seem likely to have produced the best vintage for decades. Virtually all varieties seem to have thrived. Quality with quantity at last.	POSITIVE	0.9997057914733887
611	611	2011	NORTHERN CALIFORNIA	Miserable conditions made for a very challenging harvest, with mildew and botrytis rife in Napa and Sonoma. Volumes are therefore low for the second consecutive year, with the best quality only found where growers managed to pick ripe fruit before the rainstorms in October.	NEGATIVE	0.9983600974082947
612	612	2010	NORTHERN CALIFORNIA	A very cool start to the season, then sudden heat in August followed by torrential rain. The net result is greatly reduced yields, but some very good quality wines in a more restrained, higher acidity and lower alcohol style than the Californian norm.	POSITIVE	0.9979093074798584
613	613	2009	NORTHERN CALIFORNIA	Good initial impressions of the fruit, with widespread reports of awesomeness, according to the winemakers, despite a very rainy end to the growing season giving rot problems to many.	POSITIVE	0.9995782971382141
614	614	2008	NORTHERN CALIFORNIA	Sonoma’s earliest harvest, and very early throughout northern California.	POSITIVE	0.9967484474182129
615	615	2007	NORTHERN CALIFORNIA	Harvest began early, mid August in the warmer regions, then a cool September slowed ripening to a crawl, allowing physiological maturity to catch up with sugars. October warmed up, and most had their grapes in before late-October rains. Elegant, balanced wines. Yields down 15 to 25%.	POSITIVE	0.8653501868247986
616	616	2006	NORTHERN CALIFORNIA	An unusually cool, wet growing season forced growers to drop substantial quantities of rotten fruit and pushed the harvest back to November. Far from a banner year, though the fruits of strict selection may surprise us.	NEGATIVE	0.9905600547790527
617	617	2005	NORTHERN CALIFORNIA	The first of two cool, damp vintages, although sugars accumulated at an even pace, and there is some restraint and good acidity in the wines.	POSITIVE	0.9992107152938843
618	618	2004	NORTHERN CALIFORNIA	A switchback vintage with a particularly cool spring and an unusually hot summer leading to an exceptionally early harvest. Very heterogeneous.	POSITIVE	0.999180018901825
619	619	2003	NORTHERN CALIFORNIA	Rushed vintage as everything ripened at the same time after heat spikes followed rain and a cool May. Reduced crop.	NEGATIVE	0.9962565302848816
620	620	2002	NORTHERN CALIFORNIA	Summer started cool and continued very dry - quite exceptionally dry - so that the ripening process simply stopped and growers had to bite their nails through September waiting for anything like ideal ripeness. As in Europe, a difficult vintage, but for very different reasons.	NEGATIVE	0.9811977744102478
621	621	2001	NORTHERN CALIFORNIA	A respite for growers plagued by unusual conditions in both 2000 and 2002 with most varieties ripening evenly when expected, although some Cabernet vines shut down in August. A coolish September was a boon.	POSITIVE	0.9956556558609009
622	622	2000	NORTHERN CALIFORNIA	Long, late, 'European' vintage thanks to an unusually cool, wet summer. There were very real concerns that Cabernet Sauvignon would never ripen in some vineyards. A particularly good year for Pinot Noir and Chardonnay.	POSITIVE	0.9989864230155945
623	623	1999	NORTHERN CALIFORNIA	Very late, dry, cool growing season which depended crucially on ripeness being boosted by a late September heatwave. A late rush resulted in many varieties ripening simultaneously leading to a short, extremely pressurised harvest. Some luscious Cabernets were made as a result of the relatively new preoccupation with extended 'hang time'.	NEGATIVE	0.9486573338508606
624	624	1998	NORTHERN CALIFORNIA	The cliffhanger vintage that was as late as 1997 was early. Wines tend to lack stuffing, although some Cabernets took on surprising charm after 10 years in bottle.	NEGATIVE	0.9451701045036316
625	625	1997	NORTHERN CALIFORNIA	Early, generous harvest of widely admired wines with all varieties ripening at once. To drink now.	POSITIVE	0.9998522996902466
626	626	1996	NORTHERN CALIFORNIA	Small crop of relatively lightweight wines, most of which should probably have been drunk.	NEGATIVE	0.9931128621101379
627	627	1995	NORTHERN CALIFORNIA	Yet another region in which a warm, dry autumn and late harvest saved the day after a difficult growing season. Reds, especially Zinfandels, may be even better than 1991. Small quantities pushed up prices, however.	POSITIVE	0.9807663559913635
628	628	1994	NORTHERN CALIFORNIA	Generally compared to 1991, the slow ripening benefited the reds especially.	POSITIVE	0.9994670748710632
629	629	1993	NORTHERN CALIFORNIA	Erratic growing conditions reduced eventual yields. A mixed bag.	NEGATIVE	0.999796450138092
630	630	1992	NORTHERN CALIFORNIA	Plenty of good reds and whites, with Merlot, then increasingly fashionable, a highlight.	POSITIVE	0.9998502135276794
631	631	1991	NORTHERN CALIFORNIA	A long growing season reflected in unusually fragrant, complex wines, with Zinfandel strong.	POSITIVE	0.9998244047164917
632	632	1990	NORTHERN CALIFORNIA	A modest-sized crop, the top Cabernets and Chardonnays rivalled 1985.	POSITIVE	0.9997501373291016
633	633	1989	NORTHERN CALIFORNIA	After autumn rains, poorly drained sites suffered, and many picked too early. Variable, especially the whites.	NEGATIVE	0.9982712864875793
634	634	1988	NORTHERN CALIFORNIA	A cooler summer yielded light, charming, early-maturing wines.	POSITIVE	0.9998648762702942
635	635	1987	NORTHERN CALIFORNIA	A mixed year, but marvellous Zinfandels and Cabernets.	POSITIVE	0.9993394613265991
636	636	1986	NORTHERN CALIFORNIA	Only slightly inferior to 1985 and successful for all varieties.	POSITIVE	0.9977684617042542
637	637	1985	NORTHERN CALIFORNIA	Outstanding: elegant and stylish with the balance to age well.	POSITIVE	0.9998846054077148
638	638	1984	NORTHERN CALIFORNIA	A very hot year, the whites faded long ago but you can still find the odd lovely decadent red.	POSITIVE	0.9990776181221008
